ID;Straßenname;Schlüssel;Stadtteil;Suchgitter;Beginn_der_Straße;Ende_der_Straße;Umbenannt_in;Erloschen_am;Historisches;Bemerkungen;Beschlussdatum;Gremium;Quelle;Vormals;Erloschen;Beschlussdatum_bis
701;Husarenweg;4267;Neuhermsheim;P,63/64;Hermsheimer Straße;Straße endet bei den Harrlachgärten;;;"Taufbezirk mit Begriffen aus dem Militär.
Husaren (ungarisch), ursprünglich Angehörige des ungarischen berittenen Aufgebots, seit dem 17.Jh. der leichten ungarischen Kavallerie. Im 18.Jh. führten auch andere Staaten Husaren als berittene Truppe bei ihren Streitkräften ein. Die Husarenuniform war charakterisiert durch Pelzmütze (Kalpak) oder Flügelkappe sowie den Dolman als Rock.";;01-01-22;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchivs (erstellt 1927 aus 1921).;;Nein;01-01-22
822;Kiesteichweg;7295;Neckarau;R/S,61;Neckarauer Waldweg;Silberpappelschneise;;;;"Nicht im Adressbuch von 1929 nachweisbar.
Nachweisbar auf dem Stadtplan von 1940.";;;Straßennamenkartei des FB 62/ Stadtplan 1940, Stadtarchiv/ Adressbuch 1929, Stadtarchiv.;;Nein;
709;Ihringer Straße;8297;Seckenheim;P/Q,67;Badenweilerstraße;Badener Straße;;;"Taufbezirknach Orten im Schwarzwald.
Ihringen, Weinort am südlichen Kaiserstuhl, Kreis Breisgau-Hochschwarzwald, Baden-Württemberg. Als Uringa wurde Ihringen erstmals urkundlich benannt. Zu Beginn des 19. Jh. kam Ihringen zu Baden-Durlach.";;01-01-22;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-22
825;Kirchenstraße;191;Jungbusch;M,60;Luisenring;Hafenstraße;;;Die Kirchenstraße existiert zwischen den Quadraten F und G nur als Nebenbezeichung, in der Fortsetzung außerhalb des Ringes ist sie eine eigenständige Straße. Sie führt unterhalb des Ringes an der Trinitätskriche und an der katholischen Pfarrkirche vorbei.;Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
713;Im Büchsenschall;4787;Friedrichsfeld;T,68/69;Bahnlinie;Rehpfad;;;;"Eingemeindung Friedrichsfeld erfolgte am 01.10.1030.
Im Büchenschall auf dem Stadtplan von 1940 nachweisbar.";;;Straßennamenkartei des FB 62/ Stadtplan 1940, Stadtarchiv.;;Nein;
835;Kleine Riedstraße;572;Neckarstadt;L,61;Humboldtstraße;Waldhofstraße;;;Alter Flurname, ehemalig Keller'scher Privatweg genannt (Adressbuch 1929).;Im Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan von 1919/ Adressbuch 1929.;Keller'scher Privatweg;Nein;
728;In den Hopfengärten;8334;Seckenheim;Q,68;Im Kaisergewann;Straße endet als Sackgasse;;;Gewann;;01-01-27;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-27
853;Königsteiner Straße;4041;Waldhof;J,63;Darmstadter Straße;Waldstraße;;;"Taufbezirk mit hessischen Städten 
Königstein, Stadt im Hochtaunuskreis, Hessen. Über der Stadt liegen die Ruinen der 1215 erstmals genannten, im 16.Jh. zur Festung ausgebauten Burg (1796 gesprengt). Königstein besitzt seit 1313 das Stadtrecht.";Nicht auf dem Stadtplan von 1955 nachweisbar.;;;Straßennamenkartei des FB 62/ Stadtplan 1955, Stadtarchiv.;;Nein;
734;Innere Wingertstraße;5085;Käfertal;K,64;Obere Riedstraße;Wormser Straße;;;;Eingemeindung von Käfertal erfolgte am 01.07.1897.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Atlanten 1-18, FB 62.;Neue Wingertgasse;Nein;
873;Krappmühlstraße;1891;Schwetzingervorstadt;O,62;Schwetzinger Straße;Seckenheimer Straße;;;"Auf dem Gelände der von der Familie Michel gegründeten und später im Besitz der Familie Lauer befindlichen Krappfabrik oder Krappmühle, die die Krappwurzeln als Färbemittel verarbeitete. Die rote Farbe der Krappwurzel, eines Rötegewächs, es wurde bereits im Altertum zum Färben von Stoffen benutzt.
Siehe Windmühlenstraße";Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
746;Jakob-Bensheimer-Straße;1282;Wohlgelegen;M,63;Christian-Friedrich-Schwan-Straße;Käfertaler Straße;;;"Taufbezik nach Personen aus Verlag und Buchdruck. Straße verläuft entlang des Duden-Konzerns.
Jakob Bensheimer (1807-1863), Mannheimer Buchhändler und Verleger. 
1838 eröffnete Bensheimer die ""deutsche und ausländische"" Buchhandlung, aus welcher der Verlag für Rechts- und Staatswissenschaft hervorging. 1876 ging die Mannheimer Vereinsdruckerei in den Verlag über. Bensheimer publizierte sowohl wissenschaftliche und historische Werke als auch Zeitungen wie den ""Deutschen Postillion"" und die ""Neue Badische Landeszeitung"" als demokratisches Parteiblatt. Bensheimer zählt zu den berühmten Persönlichkeiten der Jüdischen Gemeinde in Mannheim.";;01-01-28;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-28
881;Kronenstraße;6422;Feudenheim;N,66;Kirchbergstraße;Feldstraße;;;;Im Adressbuch von 1911 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1911.;;Nein;
750;Jasminweg;1109;Neckarstadt;L,63;Zaubernußweg;Roteichenring;;;Taufbezirk nach Bäumen und Sträuchern;;01-01-15;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-15
885;Kuhbrunnenweg;8272;Rheinau;T/U,67/68;Friedrichsfelder Weg;Hallenbuckel;;;;"Vormals Weg Nr. 14.
Flurbereinigung Mannheim-Brunnenfeld.";01-01-18;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-18
754;Jenaer Weg;5772;Vogelstang;K,66;Weimarer Straße;Straße endet als Sackgasse;;;"Taufbezirk nach Städten der ehemaligen DDR.
Jena, kreisfreie Stadt in Thüringen, an der Saale.  
Jena erhielt 1230 Stadtrecht. Während der Frühen Neuzeit Reichstadt der sächsischen Duodezfürstentümer. Bekannt durch die Schlacht von Jena und Auerstätt (1806).";;01-01-19;Gemeinderat;Straßennamenkartei des FB 62/ Geographische Namen ind Deutschland.;;Nein;01-01-19
901;Landsknechtweg;4271;Neuhermsheim;P,63/64;Hermsheimer Straße;Straße endet als Sackgasse;;;"Taufbezirk mit Begriffen aus dem Militär.
Landsknechte, ursprünglich seit dem 15.Jh. die zu Fuß kämpfenden deutsche Söldner, welche die Ritterheere ablösten. Die deutschen Landsknechte waren das erste geordnete Fußvolk der Neuzeit. Ihre Organisation bildete die Grundlage allen späteren Heerwesens. Die Waffen der Landsknechte waren der lange Spieß und ein Schwert, Einzelne trugen große Schwerter (Zweihänder).";Auf dem Stadtplan von 1940 nachweisbar, nicht im Adressbuch 1929.;;;Straßennamenkartei des FB 62/ Adressbuch 1929, Stadtsarchiv/ Stadtplan 1919.;;Nein;
775;Käthe-Kollwitz-Straße;1091;Neckarstadt;L,61/62;Heinrich Zille Straße;Max Joseph Straße;;;"Käthe Kollwitz, geb. Schmitt (1867-1945), Graphikerin und Bildhauerin. 
Von 1919-1933 war sie Professorin an der Preußischen Akademie der Künste. Ihre Zeichnungen und graphischen Folgen sind von tiefem menschlichem Mitgefühl und sozialem Engagement für das Proletariat geprägt. Das Berliner Mahnmal für die Opfer von Krieg und Gewaltherrschaft zeigt vergrößert ihre Skulptur von ""Mutter mit ihrem toten Sohn"".";;01-01-28;Gemeinderat;;;Nein;01-01-28
921;Leibnizstraße;1615;Oststadt;N/O,62;Augustaanlage;Am Oberen Luisenpark;;;"Taufbezirk mit Philosophen.
Freiherr Gottfried Wilhelm von Leibniz (1646-1716), letzter Universalgelehrter, Philosoph und Mathematiker. 
Als Mathematiker entwickelte er unabhängig von Newton die Infinitesimalrechnung (Differenzialrechnung und Integralrechnung). 
Als Philosoph entwarf Leibniz ein pluralistisches, rationalistisches und optimistisches System. 
 In jeder dieser Monaden spiegelt sich das Weltgeschehen mit verschieden bewussten bis unbewussten Graden der Wahrnehmung (Perzeption), in den nackten Monaden als Bausteinen der Materie in unbewusster Weise. Die Weltvorgänge in den einzelnen ""fensterlosen"" Monaden sollen durch einen von vornherein von Gott angelegten Gleichklang aufeinander abgestimmt sein (""prästabilierte Harmonie""). Die Lehre Leibniz' ist weltbejahend und optimistisch. Die Ansicht, dass die Welt die vollkommenste unter allen möglichen Welten sei, benutzt er zur Rechtfertigung Gottes.";Im Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
788;Kapuzinerplanken;8773;Innenstadt;N,61;O 4;07;;;Kapuziner, ein Zweig des Bettelordens der Franziskaner, aus dem er im 16.Jh. als Reformgruppe hervorging. Mit der Rekatholisierung der Kurpfalz ab 1685 wurden auch die Kapuziner in Mannheim ansässig. In den Quadraten N 5 und N 6 stand die Kapuzinerkirche des ersten Mannheimer Klosters. 1701-1706 wurden Kirche und Kloster von Kapuzinern aus Ladenburg erbaut. 1795 wurde die Anlage während der französischen Belagerung von österreichischen Truppen stark zerstört und 1838 zum Abbruch verkauft.;Im Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/Stadtplan 1919, Stadtarchiv;;Nein;
931;Lessingstraße;1375;Oststadt;N,62;Bassermannstraße;Josef Braun Ufer;;;"Gotthold Ephraim Lessing (1729-1781), Dichter, Philosoph und Kritiker. 
Vertreter der deutschen Aufklärung. 
Seine Theaterstücke und - inszenierungen folgen den klassischen Grundsätzen, u.a. Emilia Galotti, Minna von Barnhelm und Nathan der Weise. Religionsphilosophisch vertrat Lessing einen Glauben der Vernunft gegenüber der lutherischen Orthodoxie und löste damit den Fragmentenstreit mit seinem Hauptgegner Goeze aus. Lessing sprach sich weiter für eine Toleranz der Weltreligionen aus.";Auf dem Stadtplan voln 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
793;Karl-Ladenburg-Straße;4095;Neuostheim;O,64;Seckenheimer Landstraße;Paul Martin Ufer;;;"Karl Ladenburg (1827-1909), Bankier. 
Ladenburg war 1873-1905 Leiter des Bankhauses W.H. Ladenburg. Die Privatbank W.H. Ladenburg unterstützte  finanziell die  Entwicklung der Mannheimer Industrie und war u.a. an der Gründung der BASF und der Badischen Bank beteiligt. 1870-1909 führte Ladenburg den Vorsitz des Aufsichtsrats der Badischen Bank. 1668-1873 folgte die Tätigkeit als Handelsrichter. 1875-1881 war er Mannheimer Stadtverordneter und wurde 1887-1891 und 1893-1897 in die Zweite Kammer der Badischen Landstände gewählt. Ladenburg ist Ehrenbürger der Stadt Mannheim. Er gehört zu den herausragenden Persönlichkeiten der jüdischen Gemeinde in Mannheim.";"Auf dem Stadtplan von 1919 als Karl-Ladenburg Straße nachweisbar. Laut Stadtratbschluss vom 27.7.1934  erfolgte aufgrund der jüdischen Herkunft Ladenburgs die Umbennung  in Trübenerstraße.
Auf dem Stadtplan von 1955 als Karl-Ladenburg Straße nachweisbar.";;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/Stadtpläne 1940, 1919, 1955, Stadtarchiv/ Adressbuch 1929, Stadtarchiv.;Trübnerstraße;0;
941;Lilienthalstraße;2395;Schönau;F,61/62;Frankenthaler Straße;Braunschweiger Allee;;;Otto von Lilienthal (1848-1896), Ingenieur und Pionier des Gleit- und Muskelflugs. Nach Vorbild der Aerodynamik des Vogelflugs baute Lilienthal mehrere Flugapparate. Sein Normalsegelapparat ging 1897 als Gleitflugzeug in Serie.;;01-01-12;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-12
805;Karl-Valentin-Straße;6619;Feudenheim;N,65;Wilhelm-Busch-Straße;Straße endet als Sackgasse;;;"Taufbezirk nach Schriftstellern.
Karl Valentin (1882-1948), bürgerlicher Name Valentin Ludwig Frey, Münchner Komiker und Schriftsteller. Valentin verfasste Couplets, Monologe und kurze komische Szenen von abstrakter, absurder Logik und beißender Ironie, u.a. ""Orchesterprobe"" und "" Der Theaterbesuch"".";;01-01-21;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-21
948;Linsenbühlweg;6003;Wallstadt;L,68;Gotenstraße;Aussiedlerhof Troppmann;;;;;01-01-14;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-14
808;Kasseler Straße;3545;Waldhof;H/J,63;Wiesbadener Straße;Langer Schlag;;;"Taufbezirk nach hessischen Städten.
Kassel, kreisfreie Stadt und Sitz der Verwaltung des Regierungsbezirks Kassel und des Landkreises Kassel, in Hessen. 913 als fränkischer Königshof bezeugt, erhielt Kassel vor 1189 Stadtrecht. Seit 1277 Residenz der Landgrafen (seit 1803 der Kurfürsten) von Hessen-Kassel. Der Name geht auf das fränkische Wort ""castella"", Befestigung zurück.";Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Geographische Namen in Deutschland/ Adressbuch 1929, Stadtarchiv.;;Nein;
950;Lörracher Straße;4515;Seckenheim;Q,68/69;Schopfheimer Straße;Stockacher Straße;;;"Lörrach, Große Kreisstadt und Landkreis im Regierungsbezirk Freiburg, Baden-Württemberg, im Markgräferland an der Schweizer Grenze. 
1102 erstmals erwähnt, 1403 Marktrecht und 1682 Stadtrecht.";;01-01-13;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-13
819;Kiebitzweg;2633;Sandhofen;F,60;Viernheimer Weg;Rebhuhnstraße;;;Taufbezirk mit Vögeln;;01-01-22;Gemeinderat;Straßennamenkartei des FB 62.;;Nein;01-01-22
955;Lohengrinstraße;8223;Neckarau;Q,62;Han- Sachs- Ring;Hans-Sachs-Ring;;;"Lohengrin, Sagenheld aus dem Gralskreis, Sohne des Parzivals.
Er kommt auf Geheiß des Königs Artus der bedrängten Herzogin von Brabant in einem von einem Schwan gezogenen Schiff zur Hilfe. Als sie während der Ehe mit ihm die verbotene Frage nach seiner Herkunft stellt, muß er sie verlassen.
 Die Sage wird von Wolfram von Eschenbach in seinem ""Parzival"" (um 1210) und in Richards Wagner Oper ""Parzival"" bearbeitet.";;01-01-23;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-23
833;Kleine Adlerstraße;7196;Neckarau;Q,63;Neckarauer Straße;Geierstraße;;;;Auf dem Stadtplan von 1940 nachweisbar, nicht im Adressbuch von 1929.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1940, Stadtarchiv/ Adressbuch 1929.;;Nein;
959;Lucas-Cranach-Straße;4145;Neuostheim;O,64;Seckenheimer Landstraße;Paul Martin Ufer;;;"Lucas Cranach (1472-1553), Maler und Zeichner. 
Cranach wurde durch seine Freundschaft mit Luther und Melanchthon zum Schöpfer der protestantischen Malerei. Neben seinen zahlreichen religiösen Werken sind besonders seine Bildnisse der Reformatoren berühmt.";Im Adressbuch von 1929 nicht nachweisbar. Nachweisbar auf dem Stadtplan von 1940.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv/ Stadtplan 1940, Stadtarchiv.;;Nein;
845;Kniebisstraße;2161;Lindenhof;Q,61;Ortenaustraße;Parkau;;;"Taufbezirk mit Bergen, Landschaften und Orten im Schwarzwald.
Kniebis, Buntsandsteinhochfläche des nördlichen Schwarzwaldes, bis 971m ü.M.";Auf dem Stadtplan von 1955 nachweisbar, nicht auf dem Stadtplan von 1940.;;;Straßennamenkartei des FB 62/ Stadtplan von 1940 und 1955, Stadtarchiv.;;Nein;
965;Ludwig-Neischwander-Weg;3024;Schönau;F,62;Max Winterhalter Ring;Bruno Rüffer Straße;;;"Ludwig Neischwander (1904-1943).
Als Mitglied der Mannheimer Widerstandgrupppe um Lechleiter wurde der KPDler wegen Verteilung des Blattes ""Der Vorbote"" zu Tode verurteilt. Ludwig Neischwander wurde am 24.02.1943 hingerichtet.";;01-01-20;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-20
848;Kochelseeweg;8171;Rheinau;V,66;Chiemseestraße;Chiemseestraße;;;"Taufbezirk mit Seen.
Kochelsee, See am oberbayrischen Alpenrand im Kreis Bad Tölz.";Neubenennung der Planstraße 8 durch Erschließung von Wohnsiedlungsgelände.;01-01-30;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-30
969;Ludwigshafener Straße;4273;Neuhermsheim;P,63/64;Stotzstraße;B 37/  38 a;;;"Ludwigshafen, Nachbarstadt von Mannheim, freie Kreisstadt und Landesbezirk im Regierungsbezirk Rheinhessen-Pfalz, Rheinland-Pfalz, am Rhein. Entstand nach 1606; Aufschwung im 19.Jh. als bayrische Konkurrenzgründung zum badischen Mannheim, erhielt 1843 nach König Ludwig I. von Bayern seinen Namen, seit 1859 Stadt. Nach 1945 Wiederaufbau der im 2.Weltkrieg stark zerstörten Stadt. Sitz der BASF AG (Badische Anilin- und Soda-Fabrik).";;01-01-26;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-26
888;Kurpfalzstraße;8769;Innenstadt;N,61;Bismarckstraße;Luisenring;;;"Kurpfalz ist die historische Bezeichnung für das früher von den ""Pfalzgrafen bei Rhein"" beherrschte Territorium. Kurpfalz bezeichnet das Gebiet der Pfalz im Heiligen Römischen Reich Deutscher Nation mit der Haupt- und Residenzstadt Heidelberg (1720-1778 Mannheim) . 
Wie bei vielen anderen Territorien des alten Reiches auch handelte es sich nicht um ein geographisch oder landsmannschaftlich klar abgegrenztes Gebiet, sondern um einen ""Flickenteppich"". Die Pfalzgrafschaft bei Rhein war von 1198 bis 1623 und von 1648 bis 1806 eines jener Reichslehen, die mit der Kurwürde verknüpft waren (Kurlande). Der Pfalzgraf verfügte daher über eine Stimme im sieben-, später neunköpfigen Kollegium der Kurfürsten, das den König des Heiligen Römischen Reiches wählte. Seit 1512 gehörte das Land zum Kurrheinischen Reichskreis.
Im pfälzischen Erbfolgekrieg (1688-1697) wurden große Teile der Kurpfalz von französischen Truppen verwüstet.
Im Zuge der französischen Koalitionskriege wurde der linksrheinische Teil der Kurpfalz infolge der französischen Besetzung vom rechtsrheinischen Teil abgetrennt. Im Zeitraum 1794- 1815 waren die linksrheinischen Gebiete als Teil des Départements Mont-Tonnere (französisch für den Donnersberg) in den französischen Staatsverband eingegliedert.
Die Kurpfalz wurde 1803 nach den französischen Koalitionskriegen im Zuge des Reichsdeputationshauptschlusses aufgelöst. Die rechtsrheinischen Gebietsteile einschließlich der Städte Heidelberg, Mannheim, Schwetzingen und Weinheim wurden überwiegend dem gleichzeitig zum Großherzogtum aufgewerteten Baden zugeschlagen und von Karlsruhe aus regiert.
Im Odenwald gehörten zur Kurpfalz verstreute Territorien, die die Pfälzer Kurfürsten aufgrund ihrer langjährigen Dienste als Vögte des Reichsklosters Lorsch vom Erben des Klosters, Kurmainz, beansprucht hatten, und schließlich durch Kriege und Pfändung unter ihre Kontrolle gebracht hatten. Diese Gebiete im Odenwald kamen zusammen mit den kurmainzischen Gebieten über das kurzlebige Fürstentum Leiningen 1806 größtenteils an Hessen.";;01-01-10;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Straßenbenennung Bd. 1, FB 62.;Breite Straße;Nein;01-01-10
975;Lupinenstraße;531;Neckarstadt;L,61;Mittelstraße;Riedfeldstraße;;;"Mit der Schließung von Pensionen 1961, in denen der Prostitution nachgegangen wurde, kam es zur Namensänderung.
Die Lupinenstraße ist nach der gleichnamigen Zierpflanze aus der Schmetterlingsblütler-Gattung bennant worden, jedoch heißt das lateinische ""lupa"" auch Dirne.";Bebauungsbeginn der Neckarstadt im 17 Jh. Bis 1892 hieß die heutige Lupinenstraße N1. Zwischen 1892 und 1902 wurde sie als 19. Querstraße bezeichnet und zwischen 1902 und 1961 als Gutmannstraße.;01-01-26;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Mannheimer Morgen,Nr. 249 vom 27.19.1993.;N1, Gutemannstraße, 19. Querstraße;Nein;01-01-26
892;Lachnerstraße;1495;Oststadt;N,62;Werderplatz;Kolpingstraße;;;"Taufbezirk nach Komponisten.
Vinzenz Lachner (1811-1893), Komponist. 
Von 1836-1873 Hofkapellmeister, Dirigent und Gereralmusikdirektor des Hof- und Nationaltheaters in Mannheim. Er galt als konservativ und anti-wagnerisch, führte aber Werke u.a. von Lortzing ein. Lachner war Mitbegründer der ""Liedertafel"" und Dirigent des Musikvereins.";Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
976;Lutherstraße;461;Neckarstadt;M,61;Dammstraße;Mittelstraße;;;"Martin Luther (1483-1546), Reformator. 
Am 31.10.1517 veröffentlichte Luther in Wittenberg 95 Thesen über den Ablass (Thesenanschlag). Die Leipziger Disputation (1519) mit J.Eck leitete Luthers Bruch mit dem Papsttum ein. Zu seinen schriftstellerischen Hauptwerken gehören u.a. ""Kleiner"" und ""Großer Katechismus"" und die deutsche Bibelsetzung. Zu den Kerninhalten der protestantischen Theologie gehören die Kreuzestheologie, das Priestertum aller Gläubigen und die Ablehnung der Transsubstantiation der Abendmahlslehre.";"Am 22. 10. 1901 wurde durch den Bürgerausschuss der Ausbau der 6. Querstraße verabschiedet. 1902 erhielten die Querstraßen durch den Gemeinderat Namensbezeichungen. 
Im Adressbuch von 1903 wird die 6. Querstraße als Lutherstraße bezeichnet.";01-01-22;Bürgerausschuss;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1903, Stadtarchiv/ Mannheimer Morgen, Nr. 249 vom 27.10.1993.;6. Querstraße;Nein;01-01-22
899;Lameystraße;1425;Oststadt;N,62;Friedrichsring;Kolpingstraße;;;"August Lamey (1816-1896), Politiker und Jurist. 
Lamey war Professor an der Universität Freiburg (1856-1860), Präsident des badischen Ministeriums des Innerns (1860-1866) sowie Mitglied des Deutschen Reichstags. 1848/52, 1859-70 und 1875-92 gehörte Lamey der Zweiten Kammer der Badischen Landstände an. 
Während seiner Amtszeit als Innenminister führte er eine liberale Reformpolitik durch. Zu dieser gehörte die Amnestie der Revolutionäre von 1849, Gewerbefreiheit, Gleichberechtigung der Juden und eine Verwaltungsreform.
Für seine liberale Reformpolitik in Baden wurde ihm die Ehrenbürgerschaft der Stadt Mannheim verliehen. Ein Lamey-Denkmal stand bis 1935 am Friedrichsring.";Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
991;Malzstraße;5211;Käfertal;K,65;Poststraße;Sulzbacher Straße;;;Auf dem Gelände der ehemaligen Sinner∩schen Fabrik (Malzfarbik).;Im Adressbuch von 1929 nachweisbar. Nicht nachweisbar auf dem Stadtplan von F. Walter: Geschichte Mannheims, 1907.;01-01-03;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv/ Walter: Geschichte Mannheims, Stadtarchiv.;;Nein;01-01-03
913;Laubenheimer Straße;5371;Käfertal;L,64;Neustadter Straße;Rüdesheimer Straße;;;"Taufbezirk mit Weinorten.
Laubenheim, Stadtteil der Landeshauptstadt Mainz, Rheinland-Pfalz. Der Weinort wurde 773 erstmals urkundlich erwähnt. 1969 wurde die Gemeinde im Zuge der Verwaltungsreform in die Stadt Mainz eingemeindet.";Nachweisbar auf dem Stadtplan von 1955, nicht auf dem Stadtplan von 1940.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1940 und 1955, Stadtarchiv.;;Nein;
1593;Viernheimer Weg;2665;Sandhofen;E/F,60-62;Scharhofer Straße;Alter Frankfurter Weg;;;"Viernheim, Nachbarstadt von Mannheim im Landkreis Bergstraße, Hessen, im südlichen Hessischen Ried. Erstmals 777 bezeugt und seit 1948 Stadt.
Die Straße führt in die Viernheimer Heide (Wald).";Im Zuge der Eingemeindung am 01.01.1913 in Viernheimer Weg umbenannt.;;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921) /;Lampertheimer Weg;Nein;
927;Lembacher Straße;4704;Friedrichsfeld;R/S,69;Langlachweg;Straße endet als Sackgasse;;;"Taufbezirk mit Orten im Elsass und Lothringen.
Lembach, Kommune in dem Kanton Wissemborg, Departement Bas-Rhin, Frankreich, Region Elsass in der Nähe der deutsch-französischen Grenze bei Karlsruhe.";;01-01-03;Gemeinderat;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921).;;Nein;01-01-03
1603;Wachenheimer Straße;5405;Käfertal;L/M,64;Neustadter Straße;Deidesheimer Straße;;;"Taufbezirk nach bekannten Weinorten.
Wachenheim, Stadt  im Landkreis Bad Dürkheim, Rheinland-Pfalz, am Rande der Haardt. Erste urkundliche Erwähnung 766 und 1341 Verleihung der Stadtrechte. Die Stadt ist geprägt vom Wein- und Obstbau. Wahrzeichen der Stadt ist die Ruine Wachtenburg, die aufgrund ihres Ausblicks ""Balkon der Pfalz"" genannt wird.";;01-01-28;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-28
939;Ligusterweg;3711;Gartenstadt;H,63;Karlsternstraße;Freyastraße;;;Benannt nach dem in der Nähe liegenden Wald (Adressbuch1957).;"Nicht auf dem Stadtplan von 1940 nachweisbar.
Nachweisbar auf dem Stadtplan von 1955.";;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1940 und 1955, Stadtarchiv.;;Nein;
1607;Waghäuseler Weg;7807;Rheinau;T,66;Rheinauer Ring;[Sackgasse];;;"Taufbezirk nach nordbadischen Städten.
Waghäusel, Stadt im Landkreis Karlsruhe, Baden-Württemberg. 1234 erstmals urkundlich erwähnt und seit 1984 im Besitz des Stadtrechts.";;;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
